Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
900523470 106297631         ;900523470 ;1;106297631         ;M001;20210108;202101;245;1;204,17;40,83;1
900523470 107812535         ;900523470 ;2;107812535         ;M001;20210108;202101;100;1;83,33;16,67;2
900523470 108136823         ;900523470 ;3;108136823         ;M001;20210108;202101;4117;1;3430,83;686,17;3
900560256 2027506003        ;900560256 ;1;2027506003        ;M003;20210108;202101;94;1;78,33;15,67;1
900560256 2027506004        ;900560256 ;2;2027506004        ;M003;20210108;202101;266;1;221,67;44,33;2
900560256 2027512001        ;900560256 ;3;2027512001        ;M003;20210108;202101;66;1;55,00;11,00;3
900560256 2027521001        ;900560256 ;4;2027521001        ;M003;20210108;202101;33;1;27,50;5,50;4
900560256 2027521002        ;900560256 ;5;2027521002        ;M003;20210108;202101;91;1;75,83;15,17;5
900560256 2027522005        ;900560256 ;6;2027522005        ;M003;20210108;202101;13185;3;10987,50;2197,50;6
900560256 2027525003        ;900560256 ;7;2027525003        ;M003;20210108;202101;86;1;71,67;14,33;7
900561782 105890863         ;900561782 ;1;105890863         ;M010;20210108;202101;18;3;15,00;3,00;1
900571513 646               ;900571513 ;1;646               ;M001;20210108;202101;470;1;427,27;42,73;1
900571513 18452             ;900571513 ;2;18452             ;M001;20210108;202101;52;1;43,33;8,67;2
900571513 20404             ;900571513 ;3;20404             ;M001;20210108;202101;4100;1;3416,67;683,33;3
900571818 7000009745        ;900571818 ;1;7000009745        ;M004;20210108;202101;97;1;80,83;16,17;1
900587557 1000036910        ;900587557 ;1;1000036910        ;M010;20210108;202101;64;1;53,33;10,67;1
900624522 1000013513        ;900624522 ;1;1000013513        ;M001;20210108;202101;496;1;413,33;82,67;1
900624522 1000013530        ;900624522 ;2;1000013530        ;M001;20210108;202101;194;1;161,67;32,33;2
900632009 1000048310        ;900632009 ;1;1000048310        ;M010;20210108;202101;997;1;830,83;166,17;1
900632009 1000048387        ;900632009 ;2;1000048387        ;M010;20210108;202101;72;1;60,00;12,00;2
900632009 1000048390        ;900632009 ;3;1000048390        ;M010;20210108;202101;26;1;21,67;4,33;3
900632009 1000048391        ;900632009 ;4;1000048391        ;M010;20210108;202101;5448;4;4540,00;908,00;4
900632009 1000048402        ;900632009 ;5;1000048402        ;M010;20210108;202101;28;1;23,33;4,67;5
900737721 36237             ;900737721 ;1;36237             ;M005;20210108;202101;99;1;90,00;9,00;1
900737721 261802            ;900737721 ;2;261802            ;M005;20210108;202101;113;1;102,73;10,27;2
900737721 897857            ;900737721 ;3;897857            ;M005;20210108;202101;77;1;70,00;7,00;3
900737721 991002            ;900737721 ;4;991002            ;M005;20210108;202101;196;2;163,33;32,67;4
900737721 102266627         ;900737721 ;5;102266627         ;M005;20210108;202101;24;1;21,82;2,18;5
900737721 103043572         ;900737721 ;6;103043572         ;M005;20210108;202101;63;1;57,27;5,73;6
900737721 104136623         ;900737721 ;7;104136623         ;M005;20210108;202101;62;1;51,67;10,33;7
900737721 105738597         ;900737721 ;8;105738597         ;M005;20210108;202101;61;1;50,83;10,17;8
900465734 107436998         ;900465734 ;1;107436998         ;M004;20210109;202101;395;1;329,17;65,83;1
900465734 107437026         ;900465734 ;2;107437026         ;M004;20210109;202101;231;1;192,50;38,50;2
900497413 662670            ;900497413 ;1;662670            ;M003;20210109;202101;523;1;475,45;47,55;1
900497413 102738575         ;900497413 ;2;102738575         ;M003;20210109;202101;2558;2;2131,67;426,33;2
900497413 7000009745        ;900497413 ;3;7000009745        ;M003;20210109;202101;97;1;80,83;16,17;3
900524806 1000025039        ;900524806 ;1;1000025039        ;M001;20210109;202101;285;1;237,50;47,50;1
900577305 2032658005        ;900577305 ;1;2032658005        ;M005;20210109;202101;225;1;187,50;37,50;1
900577305 2032668004        ;900577305 ;2;2032668004        ;M005;20210109;202101;45;1;40,91;4,09;2
900577305 2032692005        ;900577305 ;3;2032692005        ;M005;20210109;202101;29;1;26,36;2,64;3
900578841 16951             ;900578841 ;1;16951             ;M009;20210109;202101;26;1;21,67;4,33;1
900578841 17615             ;900578841 ;2;17615             ;M009;20210109;202101;971;1;809,17;161,83;2
900610937 1000043635        ;900610937 ;1;1000043635        ;M015;20210109;202101;684;3;570,00;114,00;1
900610937 1000043655        ;900610937 ;2;1000043655        ;M015;20210109;202101;66;3;55,00;11,00;2
900610937 1000043659        ;900610937 ;3;1000043659        ;M015;20210109;202101;184;1;153,33;30,67;3
900630384 2026758002        ;900630384 ;1;2026758002        ;M010;20210109;202101;30;1;25,00;5,00;1
900630384 2026759002        ;900630384 ;2;2026759002        ;M010;20210109;202101;29;1;24,17;4,83;2
900630384 2026761001        ;900630384 ;3;2026761001        ;M010;20210109;202101;97;1;80,83;16,17;3
900644009 102110606         ;900644009 ;1;102110606         ;M003;20210109;202101;75;1;62,50;12,50;1
900644009 106756797         ;900644009 ;2;106756797         ;M003;20210109;202101;37;1;33,64;3,36;2
900644009 1000007178        ;900644009 ;3;1000007178        ;M003;20210109;202101;488;1;406,67;81,33;3
900644009 1000018961        ;900644009 ;4;1000018961        ;M003;20210109;202101;45;1;37,50;7,50;4
900644009 1000029511        ;900644009 ;5;1000029511        ;M003;20210109;202101;159;1;132,50;26,50;5
900737722 609080            ;900737722 ;1;609080            ;M002;20210109;202101;660;4;550,00;110,00;1
900737722 101636112         ;900737722 ;2;101636112         ;M002;20210109;202101;63;1;57,27;5,73;2
900737722 101907103         ;900737722 ;3;101907103         ;M002;20210109;202101;80;1;66,67;13,33;3
900737722 106545711         ;900737722 ;4;106545711         ;M002;20210109;202101;22;1;18,33;3,67;4
900737722 108045817         ;900737722 ;5;108045817         ;M002;20210109;202101;805;1;731,82;73,18;5
900488999 2028391004        ;900488999 ;1;2028391004        ;M009;20210110;202101;1215;3;1012,50;202,50;1
900488999 2028398001        ;900488999 ;2;2028398001        ;M009;20210110;202101;966;3;805,00;161,00;2
900572544 106773773         ;900572544 ;1;106773773         ;M003;20210110;202101;47;1;42,73;4,27;1
900572544 106773781         ;900572544 ;2;106773781         ;M003;20210110;202101;346;1;288,33;57,67;2
900588766 16951             ;900588766 ;1;16951             ;M003;20210110;202101;26;1;21,67;4,33;1
900588766 19372             ;900588766 ;2;19372             ;M003;20210110;202101;353;1;320,91;32,09;2
900592845 662668            ;900592845 ;1;662668            ;M001;20210110;202101;82;1;68,33;13,67;1
900592845 662670            ;900592845 ;2;662670            ;M001;20210110;202101;1569;3;1426,36;142,64;2
900592845 817851            ;900592845 ;3;817851            ;M001;20210110;202101;40;2;33,33;6,67;3
900592845 102738575         ;900592845 ;4;102738575         ;M001;20210110;202101;2558;2;2131,67;426,33;4
900592845 7000009745        ;900592845 ;5;7000009745        ;M001;20210110;202101;97;1;80,83;16,17;5
900605855 1000041909        ;900605855 ;1;1000041909        ;M008;20210110;202101;40;1;33,33;6,67;1
900605855 1000041918        ;900605855 ;2;1000041918        ;M008;20210110;202101;18;3;15,00;3,00;2
900605855 1000041936        ;900605855 ;3;1000041936        ;M008;20210110;202101;476;1;396,67;79,33;3
900605855 1000041939        ;900605855 ;4;1000041939        ;M008;20210110;202101;1850;2;1541,67;308,33;4
900616782 1000017120        ;900616782 ;1;1000017120        ;M003;20210110;202101;791;1;659,17;131,83;1
900616782 1000026756        ;900616782 ;2;1000026756        ;M003;20210110;202101;264;2;220,00;44,00;2
900623079 2025771003        ;900623079 ;1;2025771003        ;M003;20210110;202101;16;2;13,33;2,67;1
900623079 2025781005        ;900623079 ;2;2025781005        ;M003;20210110;202101;50;1;41,67;8,33;2
900623079 2025785006        ;900623079 ;3;2025785006        ;M003;20210110;202101;68;1;56,67;11,33;3
900649566 1000022458        ;900649566 ;1;1000022458        ;M006;20210110;202101;81;1;67,50;13,50;1
900649566 1000022504        ;900649566 ;2;1000022504        ;M006;20210110;202101;83;1;69,17;13,83;2
900649566 1000022509        ;900649566 ;3;1000022509        ;M006;20210110;202101;80;1;66,67;13,33;3
900649566 1000022523        ;900649566 ;4;1000022523        ;M006;20210110;202101;166;2;138,33;27,67;4
900649566 1000022524        ;900649566 ;5;1000022524        ;M006;20210110;202101;72;1;60,00;12,00;5
900649566 1000022531        ;900649566 ;6;1000022531        ;M006;20210110;202101;20;1;16,67;3,33;6
900783126 32204             ;900783126 ;1;32204             ;M005;20210110;202101;72;1;65,45;6,55;1
900783126 237242            ;900783126 ;2;237242            ;M005;20210110;202101;73;1;60,83;12,17;2
900783126 242498            ;900783126 ;3;242498            ;M005;20210110;202101;58;1;48,33;9,67;3
900783126 280555            ;900783126 ;4;280555            ;M005;20210110;202101;440;1;366,67;73,33;4
900783126 280561            ;900783126 ;5;280561            ;M005;20210110;202101;69;1;62,73;6,27;5
900783126 455345            ;900783126 ;6;455345            ;M005;20210110;202101;79;1;65,83;13,17;6
900783126 483705            ;900783126 ;7;483705            ;M005;20210110;202101;23;1;19,17;3,83;7
900783126 730649            ;900783126 ;8;730649            ;M005;20210110;202101;57;1;47,50;9,50;8
900783126 820301            ;900783126 ;9;820301            ;M005;20210110;202101;1652;2;1376,67;275,33;9
900783126 933095            ;900783126 ;10;933095            ;M005;20210110;202101;46;2;41,82;4,18;10
900783126 1039488           ;900783126 ;11;1039488           ;M005;20210110;202101;82;1;68,33;13,67;11
900783126 103089597         ;900783126 ;12;103089597         ;M005;20210110;202101;628;1;523,33;104,67;12
900783126 106545703         ;900783126 ;13;106545703         ;M005;20210110;202101;87;3;79,09;7,91;13
900783126 106545711         ;900783126 ;14;106545711         ;M005;20210110;202101;22;1;18,33;3,67;14
900783126 1000008678        ;900783126 ;15;1000008678        ;M005;20210110;202101;126;2;105,00;21,00;15
900783126 1000008679        ;900783126 ;16;1000008679        ;M005;20210110;202101;20;1;18,18;1,82;16
900783126 1000019199        ;900783126 ;17;1000019199        ;M005;20210110;202101;93;1;84,55;8,45;17
900783126 1000028748        ;900783126 ;18;1000028748        ;M005;20210110;202101;174;2;158,18;15,82;18
900783126 1000033095        ;900783126 ;19;1000033095        ;M005;20210110;202101;25;1;20,83;4,17;19
900783126 1000033940        ;900783126 ;20;1000033940        ;M005;20210110;202101;86;1;71,67;14,33;20
900392150 107604955         ;900392150 ;1;107604955         ;M004;20210111;202101;55;1;45,83;9,17;1
900572587 16951             ;900572587 ;1;16951             ;M003;20210111;202101;26;1;21,67;4,33;1
900572588 107604955         ;900572588 ;1;107604955         ;M014;20210111;202101;165;3;137,50;27,50;1
900572588 107605544         ;900572588 ;2;107605544         ;M014;20210111;202101;232;1;210,91;21,09;2
900572588 107605923         ;900572588 ;3;107605923         ;M014;20210111;202101;960;2;800,00;160,00;3
900572588 107605931         ;900572588 ;4;107605931         ;M014;20210111;202101;331;1;275,83;55,17;4
900572588 107605982         ;900572588 ;5;107605982         ;M014;20210111;202101;8;1;6,67;1,33;5
900572588 107632041         ;900572588 ;6;107632041         ;M014;20210111;202101;32;1;29,09;2,91;6
900572588 107632163         ;900572588 ;7;107632163         ;M014;20210111;202101;114;1;95,00;19,00;7
900583071 662668            ;900583071 ;1;662668            ;M004;20210111;202101;82;1;68,33;13,67;1
900598245 107604955         ;900598245 ;1;107604955         ;M013;20210111;202101;55;1;45,83;9,17;1
900598245 107605544         ;900598245 ;2;107605544         ;M013;20210111;202101;232;1;210,91;21,09;2
900607449 1000044429        ;900607449 ;1;1000044429        ;M012;20210111;202101;39;1;32,50;6,50;1
900607449 1000044447        ;900607449 ;2;1000044447        ;M012;20210111;202101;58;1;48,33;9,67;2
900607449 1000044448        ;900607449 ;3;1000044448        ;M012;20210111;202101;78;1;70,91;7,09;3
900607449 1000044451        ;900607449 ;4;1000044451        ;M012;20210111;202101;96;1;80,00;16,00;4
900607449 1000044484        ;900607449 ;5;1000044484        ;M012;20210111;202101;508;2;461,82;46,18;5
900607449 1000044486        ;900607449 ;6;1000044486        ;M012;20210111;202101;181;1;150,83;30,17;6
900607449 1000044489        ;900607449 ;7;1000044489        ;M012;20210111;202101;69;1;62,73;6,27;7
900607449 1000044490        ;900607449 ;8;1000044490        ;M012;20210111;202101;694;1;578,33;115,67;8
900607449 1000044492        ;900607449 ;9;1000044492        ;M012;20210111;202101;48;1;40,00;8,00;9
900607449 1000044498        ;900607449 ;10;1000044498        ;M012;20210111;202101;57;1;47,50;9,50;10
900607449 1000044506        ;900607449 ;11;1000044506        ;M012;20210111;202101;22;1;20,00;2,00;11
900607449 1000044525        ;900607449 ;12;1000044525        ;M012;20210111;202101;264;3;220,00;44,00;12
900607449 1000044536        ;900607449 ;13;1000044536        ;M012;20210111;202101;46;1;38,33;7,67;13
900607449 1000044542        ;900607449 ;14;1000044542        ;M012;20210111;202101;85;1;70,83;14,17;14
900607449 1000044546        ;900607449 ;15;1000044546        ;M012;20210111;202101;8;1;6,67;1,33;15
900607449 1000044547        ;900607449 ;16;1000044547        ;M012;20210111;202101;291;1;242,50;48,50;16
900607449 1000044589        ;900607449 ;17;1000044589        ;M012;20210111;202101;366;1;305,00;61,00;17
900607450 1000030930        ;900607450 ;1;1000030930        ;M003;20210111;202101;67;1;60,91;6,09;1
900607450 1000041942        ;900607450 ;2;1000041942        ;M003;20210111;202101;948;2;790,00;158,00;2
900607450 2025625009        ;900607450 ;3;2025625009        ;M003;20210111;202101;197;1;164,17;32,83;3
900607450 2026049007        ;900607450 ;4;2026049007        ;M003;20210111;202101;456;1;414,55;41,45;4
900607450 2026094004        ;900607450 ;5;2026094004        ;M003;20210111;202101;172;2;143,33;28,67;5
900616624 1000026452        ;900616624 ;1;1000026452        ;M008;20210111;202101;165;3;137,50;27,50;1
900616624 1000026453        ;900616624 ;2;1000026453        ;M008;20210111;202101;194;2;176,36;17,64;2
900616624 1000026454        ;900616624 ;3;1000026454        ;M008;20210111;202101;3009;1;2507,50;501,50;3
900619939 16951             ;900619939 ;1;16951             ;M011;20210111;202101;78;3;65,00;13,00;1
900627095 1000026452        ;900627095 ;1;1000026452        ;M009;20210111;202101;220;4;183,33;36,67;1
900627095 1000026453        ;900627095 ;2;1000026453        ;M009;20210111;202101;97;1;88,18;8,82;2
900635870 2026964002        ;900635870 ;1;2026964002        ;M010;20210111;202101;52;1;43,33;8,67;1
900641520 1000044429        ;900641520 ;1;1000044429        ;M008;20210111;202101;117;3;97,50;19,50;1
900641520 1000044447        ;900641520 ;2;1000044447        ;M008;20210111;202101;58;1;48,33;9,67;2
900641520 1000044448        ;900641520 ;3;1000044448        ;M008;20210111;202101;78;1;70,91;7,09;3
900641520 1000044451        ;900641520 ;4;1000044451        ;M008;20210111;202101;96;1;80,00;16,00;4
900641520 1000044484        ;900641520 ;5;1000044484        ;M008;20210111;202101;254;1;230,91;23,09;5
