Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
901246075 17621             ;901246075 ;1;17621             ;M013;20210228;202102;18;1;15,00;3,00;1
901246075 19380             ;901246075 ;2;19380             ;M013;20210228;202102;62;1;51,67;10,33;2
901247264 2028143003        ;901247264 ;1;2028143003        ;M009;20210228;202102;518;2;470,91;47,09;1
901247264 2028143004        ;901247264 ;2;2028143004        ;M009;20210228;202102;42;1;38,18;3,82;2
901247264 2028145003        ;901247264 ;3;2028145003        ;M009;20210228;202102;94;1;78,33;15,67;3
901247264 2028157002        ;901247264 ;4;2028157002        ;M009;20210228;202102;969;1;807,50;161,50;4
901247264 2028204002        ;901247264 ;5;2028204002        ;M009;20210228;202102;92;1;76,67;15,33;5
901247264 2028226002        ;901247264 ;6;2028226002        ;M009;20210228;202102;164;2;136,67;27,33;6
901247264 2028268002        ;901247264 ;7;2028268002        ;M009;20210228;202102;16;2;14,55;1,45;7
901247264 2028273002        ;901247264 ;8;2028273002        ;M009;20210228;202102;17804;4;14836,67;2967,33;8
901247264 2028292005        ;901247264 ;9;2028292005        ;M009;20210228;202102;134;2;111,67;22,33;9
901247264 2028302001        ;901247264 ;10;2028302001        ;M009;20210228;202102;2515;1;2095,83;419,17;10
901247264 2028317003        ;901247264 ;11;2028317003        ;M009;20210228;202102;396;1;330,00;66,00;11
901247264 2028325002        ;901247264 ;12;2028325002        ;M009;20210228;202102;91;1;75,83;15,17;12
901247264 2028337002        ;901247264 ;13;2028337002        ;M009;20210228;202102;15;1;12,50;2,50;13
901247264 2028433001        ;901247264 ;14;2028433001        ;M009;20210228;202102;28;1;23,33;4,67;14
901247264 2028445001        ;901247264 ;15;2028445001        ;M009;20210228;202102;290;1;241,67;48,33;15
901247264 2028463001        ;901247264 ;16;2028463001        ;M009;20210228;202102;1758;3;1465,00;293,00;16
901247264 2028497003        ;901247264 ;17;2028497003        ;M009;20210228;202102;93;3;77,50;15,50;17
901247264 2028526003        ;901247264 ;18;2028526003        ;M009;20210228;202102;16;1;13,33;2,67;18
901247264 2028555001        ;901247264 ;19;2028555001        ;M009;20210228;202102;436;1;396,36;39,64;19
901247264 2028558002        ;901247264 ;20;2028558002        ;M009;20210228;202102;69;1;57,50;11,50;20
901257140 1000024058        ;901257140 ;1;1000024058        ;M003;20210228;202102;81;1;67,50;13,50;1
901257140 1000024113        ;901257140 ;2;1000024113        ;M003;20210228;202102;83;1;69,17;13,83;2
901257140 1000028040        ;901257140 ;3;1000028040        ;M003;20210228;202102;16;1;13,33;2,67;3
901257140 1000047828        ;901257140 ;4;1000047828        ;M003;20210228;202102;5;1;4,17;0,83;4
901257140 2024872005        ;901257140 ;5;2024872005        ;M003;20210228;202102;73;1;60,83;12,17;5
901257140 2024877004        ;901257140 ;6;2024877004        ;M003;20210228;202102;433;1;393,64;39,36;6
901257140 2025468001        ;901257140 ;7;2025468001        ;M003;20210228;202102;42;1;35,00;7,00;7
901257140 2025588006        ;901257140 ;8;2025588006        ;M003;20210228;202102;549;1;499,09;49,91;8
901257140 2028180001        ;901257140 ;9;2028180001        ;M003;20210228;202102;75;1;68,18;6,82;9
901258801 893138            ;901258801 ;1;893138            ;M005;20210228;202102;88;1;73,33;14,67;1
901266239 8000000214        ;901266239 ;10;8000000214        ;M003;20210228;202102;40;1;33,33;6,67;1
901272102 8000000214        ;901272102 ;10;8000000214        ;M005;20210228;202102;40;1;33,33;6,67;1
901278138 1000046333        ;901278138 ;1;1000046333        ;M001;20210228;202102;281;1;255,45;25,55;1
901278138 1000046334        ;901278138 ;2;1000046334        ;M001;20210228;202102;869;1;790,00;79,00;2
901309102 107531135         ;901309102 ;1;107531135         ;M002;20210228;202102;244;1;221,82;22,18;1
901309102 107543005         ;901309102 ;2;107543005         ;M002;20210228;202102;861;3;782,73;78,27;2
901309102 107586793         ;901309102 ;3;107586793         ;M002;20210228;202102;66;1;55,00;11,00;3
901357918 8000000214        ;901357918 ;10;8000000214        ;M005;20210228;202102;120;3;100,00;20,00;1
901366903 8000000214        ;901366903 ;10;8000000214        ;M014;20210228;202102;40;1;33,33;6,67;1
905082650 2486              ;905082650 ;1;2486              ;M003;20210101;202101;20;1;16,67;3,33;1
905895931 1000048717        ;905895931 ;1;1000048717        ;M012;20210101;202101;199;1;165,83;33,17;1
905929968 7000009746        ;905929968 ;1;7000009746        ;M003;20210101;202101;80;1;72,73;7,27;1
905961902 1000040393        ;905961902 ;1;1000040393        ;M005;20210101;202101;489;1;407,50;81,50;1
905971802 7000009746        ;905971802 ;1;7000009746        ;M012;20210101;202101;80;1;72,73;7,27;1
905999408 36204             ;905999408 ;1;36204             ;M010;20210101;202101;162;3;135,00;27,00;1
906008416 57205             ;906008416 ;1;57205             ;M003;20210101;202101;59;1;49,17;9,83;1
906008416 61635             ;906008416 ;2;61635             ;M003;20210101;202101;17;1;14,17;2,83;2
906008416 70245             ;906008416 ;3;70245             ;M003;20210101;202101;316;1;263,33;52,67;3
906008416 70841             ;906008416 ;4;70841             ;M003;20210101;202101;307;1;255,83;51,17;4
906008416 81463             ;906008416 ;5;81463             ;M003;20210101;202101;3336;1;2780,00;556,00;5
906008416 151076            ;906008416 ;6;151076            ;M003;20210101;202101;21;1;17,50;3,50;6
906008416 161794            ;906008416 ;7;161794            ;M003;20210101;202101;160;2;133,33;26,67;7
906008416 165803            ;906008416 ;8;165803            ;M003;20210101;202101;184;4;153,33;30,67;8
906008416 168205            ;906008416 ;9;168205            ;M003;20210101;202101;57;1;51,82;5,18;9
906008416 172933            ;906008416 ;10;172933            ;M003;20210101;202101;69;3;57,50;11,50;10
906015093 2033400003        ;906015093 ;1;2033400003        ;M001;20210101;202101;125;1;113,64;11,36;1
906015093 2033400004        ;906015093 ;2;2033400004        ;M001;20210101;202101;112;4;93,33;18,67;2
906015093 2033646004        ;906015093 ;3;2033646004        ;M001;20210101;202101;77;1;70,00;7,00;3
906015093 2033736003        ;906015093 ;4;2033736003        ;M001;20210101;202101;44;1;36,67;7,33;4
906024451 2486              ;906024451 ;1;2486              ;M003;20210101;202101;60;3;50,00;10,00;1
906024451 32204             ;906024451 ;2;32204             ;M003;20210101;202101;72;1;65,45;6,55;2
906024451 34391             ;906024451 ;3;34391             ;M003;20210101;202101;237;1;197,50;39,50;3
906068576 1000040393        ;906068576 ;1;1000040393        ;M004;20210101;202101;489;1;407,50;81,50;1
906075651 1000035822        ;906075651 ;1;1000035822        ;M003;20210101;202101;4773;1;4339,09;433,91;1
906075651 1000035938        ;906075651 ;2;1000035938        ;M003;20210101;202101;63;3;52,50;10,50;2
906105504 237242            ;906105504 ;1;237242            ;M008;20210101;202101;73;1;60,83;12,17;1
906105504 243243            ;906105504 ;2;243243            ;M008;20210101;202101;1;1;0,83;0,17;2
906105504 306522            ;906105504 ;3;306522            ;M008;20210101;202101;493;1;410,83;82,17;3
906151506 931932            ;906151506 ;1;931932            ;M001;20210101;202101;47;1;42,73;4,27;1
906151506 106545711         ;906151506 ;2;106545711         ;M001;20210101;202101;22;1;18,33;3,67;2
906151506 1000021615        ;906151506 ;3;1000021615        ;M001;20210101;202101;68;1;56,67;11,33;3
906151506 1000029511        ;906151506 ;4;1000029511        ;M001;20210101;202101;159;1;132,50;26,50;4
903791295 1000036827        ;903791295 ;1;1000036827        ;M007;20210102;202101;231;1;210,00;21,00;1
905440952 18452             ;905440952 ;1;18452             ;M001;20210102;202101;52;1;43,33;8,67;1
905440952 25938             ;905440952 ;2;25938             ;M001;20210102;202101;348;1;290,00;58,00;2
905835310 1000052143        ;905835310 ;1;1000052143        ;M005;20210102;202101;299;1;249,17;49,83;1
905835310 1000052212        ;905835310 ;2;1000052212        ;M005;20210102;202101;1;1;0,83;0,17;2
905835310 1000052214        ;905835310 ;3;1000052214        ;M005;20210102;202101;2183;1;1819,17;363,83;3
905928914 25938             ;905928914 ;1;25938             ;M005;20210102;202101;348;1;290,00;58,00;1
905928914 31791             ;905928914 ;2;31791             ;M005;20210102;202101;59;1;49,17;9,83;2
905928914 32204             ;905928914 ;3;32204             ;M005;20210102;202101;72;1;65,45;6,55;3
905949296 1000054710        ;905949296 ;1;1000054710        ;M003;20210102;202101;22;1;18,33;3,67;1
905949296 1000054729        ;905949296 ;2;1000054729        ;M003;20210102;202101;42;2;35,00;7,00;2
905949296 1000054751        ;905949296 ;3;1000054751        ;M003;20210102;202101;166;1;138,33;27,67;3
905949296 1000054786        ;905949296 ;4;1000054786        ;M003;20210102;202101;823;1;685,83;137,17;4
905949296 1000054798        ;905949296 ;5;1000054798        ;M003;20210102;202101;33;1;27,50;5,50;5
905999439 7000009745        ;905999439 ;1;7000009745        ;M011;20210102;202101;97;1;80,83;16,17;1
906005127 1000015628        ;906005127 ;1;1000015628        ;M003;20210102;202101;24;4;20,00;4,00;1
906005136 2035973002        ;906005136 ;10;2035973002        ;M013;20210102;202101;144;1;120,00;24,00;1
906008415 18452             ;906008415 ;1;18452             ;M003;20210102;202101;52;1;43,33;8,67;1
906008415 30600             ;906008415 ;2;30600             ;M003;20210102;202101;66;1;55,00;11,00;2
906008415 30608             ;906008415 ;3;30608             ;M003;20210102;202101;18;2;16,36;1,64;3
906040826 2038055003        ;906040826 ;1;2038055003        ;M003;20210102;202101;19;1;15,83;3,17;1
906040826 2038085002        ;906040826 ;2;2038085002        ;M003;20210102;202101;40;1;33,33;6,67;2
906056156 108136680         ;906056156 ;1;108136680         ;M003;20210102;202101;159;3;144,55;14,45;1
906056156 108144436         ;906056156 ;2;108144436         ;M003;20210102;202101;764;1;636,67;127,33;2
906068578 1000015628        ;906068578 ;1;1000015628        ;M006;20210102;202101;12;2;10,00;2,00;1
906068587 2035973002        ;906068587 ;10;2035973002        ;M004;20210102;202101;144;1;120,00;24,00;1
906078868 7000009745        ;906078868 ;1;7000009745        ;M003;20210102;202101;97;1;80,83;16,17;1
906096176 2036961004        ;906096176 ;1;2036961004        ;M003;20210102;202101;58;1;48,33;9,67;1
906096176 2036979001        ;906096176 ;2;2036979001        ;M003;20210102;202101;470;1;391,67;78,33;2
906098676 436284            ;906098676 ;1;436284            ;M005;20210102;202101;27;1;22,50;4,50;1
906098676 478020            ;906098676 ;2;478020            ;M005;20210102;202101;761;1;634,17;126,83;2
906098676 478023            ;906098676 ;3;478023            ;M005;20210102;202101;1;1;0,83;0,17;3
906098676 897860            ;906098676 ;4;897860            ;M005;20210102;202101;711;1;592,50;118,50;4
906105503 2034718001        ;906105503 ;1;2034718001        ;M003;20210102;202101;199;1;165,83;33,17;1
906105503 2034734002        ;906105503 ;2;2034734002        ;M003;20210102;202101;64;1;58,18;5,82;2
906105503 2034743001        ;906105503 ;3;2034743001        ;M003;20210102;202101;39;1;35,45;3,55;3
906105503 2034746001        ;906105503 ;4;2034746001        ;M003;20210102;202101;25;1;20,83;4,17;4
906105503 2034747001        ;906105503 ;5;2034747001        ;M003;20210102;202101;113;1;94,17;18,83;5
906105503 2034757001        ;906105503 ;6;2034757001        ;M003;20210102;202101;228;1;190,00;38,00;6
906105503 2034774002        ;906105503 ;7;2034774002        ;M003;20210102;202101;38;1;34,55;3,45;7
906105503 2034774003        ;906105503 ;8;2034774003        ;M003;20210102;202101;17;1;15,45;1,55;8
906105503 2034774004        ;906105503 ;9;2034774004        ;M003;20210102;202101;124;1;103,33;20,67;9
906105503 2034785001        ;906105503 ;10;2034785001        ;M003;20210102;202101;85;1;70,83;14,17;10
906105503 2034795002        ;906105503 ;11;2034795002        ;M003;20210102;202101;44;1;40,00;4,00;11
906105503 2034796001        ;906105503 ;12;2034796001        ;M003;20210102;202101;1706;1;1421,67;284,33;12
906105503 2034798002        ;906105503 ;13;2034798002        ;M003;20210102;202101;22;1;18,33;3,67;13
906105503 2034806004        ;906105503 ;14;2034806004        ;M003;20210102;202101;200;4;166,67;33,33;14
906105503 2034808001        ;906105503 ;15;2034808001        ;M003;20210102;202101;21;1;17,50;3,50;15
906105503 2034833003        ;906105503 ;16;2034833003        ;M003;20210102;202101;251;1;209,17;41,83;16
906105503 2034835001        ;906105503 ;17;2034835001        ;M003;20210102;202101;99;3;82,50;16,50;17
906105503 2034887003        ;906105503 ;18;2034887003        ;M003;20210102;202101;33;1;30,00;3,00;18
906105503 2034967003        ;906105503 ;19;2034967003        ;M003;20210102;202101;71;1;59,17;11,83;19
906105503 2034986006        ;906105503 ;20;2034986006        ;M003;20210102;202101;97;1;80,83;16,17;20
906131620 1000018505        ;906131620 ;1;1000018505        ;M012;20210102;202101;39;1;32,50;6,50;1
906131621 1000013506        ;906131621 ;1;1000013506        ;M003;20210102;202101;491;1;409,17;81,83;1
906131621 1000013536        ;906131621 ;2;1000013536        ;M003;20210102;202101;73;1;60,83;12,17;2
905928913 1000074048        ;905928913 ;1;1000074048        ;M008;20210103;202101;90;1;75,00;15,00;1
905928913 1000074161        ;905928913 ;2;1000074161        ;M008;20210103;202101;86;1;71,67;14,33;2
905928913 1000074165        ;905928913 ;3;1000074165        ;M008;20210103;202101;86;1;71,67;14,33;3
905948927 107646670         ;905948927 ;1;107646670         ;M003;20210103;202101;110;1;91,67;18,33;1
905948927 107648860         ;905948927 ;2;107648860         ;M003;20210103;202101;129;1;107,50;21,50;2
905948927 107651680         ;905948927 ;3;107651680         ;M003;20210103;202101;2128;1;1934,55;193,45;3
905948927 107651698         ;905948927 ;4;107651698         ;M003;20210103;202101;80;1;66,67;13,33;4
905948927 107718637         ;905948927 ;5;107718637         ;M003;20210103;202101;4;1;3,33;0,67;5
905969741 7000009745        ;905969741 ;1;7000009745        ;M008;20210103;202101;291;3;242,50;48,50;1
906011878 20703             ;906011878 ;1;20703             ;M003;20210103;202101;207;3;172,50;34,50;1
906011878 25901             ;906011878 ;2;25901             ;M003;20210103;202101;25;1;22,73;2,27;2
906011878 25938             ;906011878 ;3;25938             ;M003;20210103;202101;1044;3;870,00;174,00;3
906011878 31171             ;906011878 ;4;31171             ;M003;20210103;202101;29;1;24,17;4,83;4
906011878 32204             ;906011878 ;5;32204             ;M003;20210103;202101;72;1;65,45;6,55;5
906011878 36160             ;906011878 ;6;36160             ;M003;20210103;202101;833;1;694,17;138,83;6
906011878 36204             ;906011878 ;7;36204             ;M003;20210103;202101;162;3;135,00;27,00;7
906011878 36205             ;906011878 ;8;36205             ;M003;20210103;202101;2700;1;2250,00;450,00;8
906026726 1000037917        ;906026726 ;1;1000037917        ;M014;20210103;202101;347;1;315,45;31,55;1
906026726 1000037991        ;906026726 ;2;1000037991        ;M014;20210103;202101;45;1;37,50;7,50;2
906026726 1000038230        ;906026726 ;3;1000038230        ;M014;20210103;202101;117;3;106,36;10,64;3
906098675 61895             ;906098675 ;1;61895             ;M004;20210103;202101;59;1;49,17;9,83;1
906116319 1000033214        ;906116319 ;1;1000033214        ;M001;20210103;202101;20;1;16,67;3,33;1
906116319 1000033216        ;906116319 ;2;1000033216        ;M001;20210103;202101;218;2;181,67;36,33;2
906116319 1000033219        ;906116319 ;3;1000033219        ;M001;20210103;202101;38;1;34,55;3,45;3
906116319 1000033227        ;906116319 ;4;1000033227        ;M001;20210103;202101;14;1;12,73;1,27;4
906116319 1000033445        ;906116319 ;5;1000033445        ;M001;20210103;202101;378;1;315,00;63,00;5
906149015 1000051914        ;906149015 ;1;1000051914        ;M003;20210103;202101;70;2;63,64;6,36;1
906149015 1000051916        ;906149015 ;2;1000051916        ;M003;20210103;202101;278;1;231,67;46,33;2
906149903 19067             ;906149903 ;1;19067             ;M004;20210103;202101;66;1;55,00;11,00;1
906149903 19758             ;906149903 ;2;19758             ;M004;20210103;202101;519;1;432,50;86,50;2
906149903 20703             ;906149903 ;3;20703             ;M004;20210103;202101;69;1;57,50;11,50;3
906151254 108097238         ;906151254 ;1;108097238         ;M014;20210103;202101;520;4;433,33;86,67;1
906151263 2034200004        ;906151263 ;10;2034200004        ;M001;20210103;202101;67;1;55,83;11,17;1
906152905 2037050004        ;906152905 ;1;2037050004        ;M010;20210103;202101;432;1;360,00;72,00;1
906152905 2037057004        ;906152905 ;2;2037057004        ;M010;20210103;202101;48;1;43,64;4,36;2
906152905 2037059005        ;906152905 ;3;2037059005        ;M010;20210103;202101;50;1;41,67;8,33;3
906156877 1000028071        ;906156877 ;1;1000028071        ;M015;20210103;202101;47;1;39,17;7,83;1
906156877 1000028515        ;906156877 ;2;1000028515        ;M015;20210103;202101;44;1;36,67;7,33;2
906156877 1000028527        ;906156877 ;3;1000028527        ;M015;20210103;202101;27;1;22,50;4,50;3
906156877 1000028529        ;906156877 ;4;1000028529        ;M015;20210103;202101;755;1;629,17;125,83;4
906156877 1000028937        ;906156877 ;5;1000028937        ;M015;20210103;202101;95;1;79,17;15,83;5
906156877 1000029005        ;906156877 ;6;1000029005        ;M015;20210103;202101;1224;1;1020,00;204,00;6
906156877 1000029247        ;906156877 ;7;1000029247        ;M015;20210103;202101;324;1;270,00;54,00;7
906156877 1000029642        ;906156877 ;8;1000029642        ;M015;20210103;202101;76;2;69,09;6,91;8
906164185 2034637002        ;906164185 ;1;2034637002        ;M014;20210103;202101;41;1;34,17;6,83;1
906164185 2034677004        ;906164185 ;2;2034677004        ;M014;20210103;202101;49;1;40,83;8,17;2
906164185 2034684001        ;906164185 ;3;2034684001        ;M014;20210103;202101;22;1;20,00;2,00;3
906164185 2034685002        ;906164185 ;4;2034685002        ;M014;20210103;202101;197;1;164,17;32,83;4
906173162 108097238         ;906173162 ;1;108097238         ;M008;20210103;202101;130;1;108,33;21,67;1
906173171 2034200004        ;906173171 ;10;2034200004        ;M014;20210103;202101;67;1;55,83;11,17;1
906193412 7000009745        ;906193412 ;1;7000009745        ;M003;20210103;202101;97;1;80,83;16,17;1
906203050 19067             ;906203050 ;1;19067             ;M011;20210103;202101;66;1;55,00;11,00;1
906203050 19758             ;906203050 ;2;19758             ;M011;20210103;202101;1557;3;1297,50;259,50;2
906203050 20858             ;906203050 ;3;20858             ;M011;20210103;202101;84;2;76,36;7,64;3
906203050 25379             ;906203050 ;4;25379             ;M011;20210103;202101;68;1;56,67;11,33;4
906203050 26703             ;906203050 ;5;26703             ;M011;20210103;202101;42;1;35,00;7,00;5
905984525 7000009745        ;905984525 ;1;7000009745        ;M009;20210104;202101;97;1;80,83;16,17;1
906051798 1000073980        ;906051798 ;1;1000073980        ;M003;20210104;202101;192;2;160,00;32,00;1
906115804 26703             ;906115804 ;1;26703             ;M008;20210104;202101;84;2;70,00;14,00;1
906139472 17589             ;906139472 ;1;17589             ;M005;20210104;202101;387;1;322,50;64,50;1
906150374 2036403006        ;906150374 ;1;2036403006        ;M008;20210104;202101;229;1;190,83;38,17;1
906150374 2036404002        ;906150374 ;2;2036404002        ;M008;20210104;202101;296;1;246,67;49,33;2
906159758 107766209         ;906159758 ;1;107766209         ;M001;20210104;202101;585;1;487,50;97,50;1
906159758 107766217         ;906159758 ;2;107766217         ;M001;20210104;202101;88;1;73,33;14,67;2
906159758 107781986         ;906159758 ;3;107781986         ;M001;20210104;202101;1351;1;1125,83;225,17;3
906187166 1000032412        ;906187166 ;1;1000032412        ;M014;20210104;202101;100;1;83,33;16,67;1
906187166 1000032605        ;906187166 ;2;1000032605        ;M014;20210104;202101;4;1;3,33;0,67;2
906187166 1000032609        ;906187166 ;3;1000032609        ;M014;20210104;202101;168;1;140,00;28,00;3
906187166 1000032918        ;906187166 ;4;1000032918        ;M014;20210104;202101;22;1;18,33;3,67;4
906187166 1000033027        ;906187166 ;5;1000033027        ;M014;20210104;202101;978;1;815,00;163,00;5
906196966 7000009745        ;906196966 ;1;7000009745        ;M008;20210104;202101;194;2;161,67;32,33;1
906198093 1000026882        ;906198093 ;1;1000026882        ;M012;20210104;202101;138;3;115,00;23,00;1
906205868 1000026882        ;906205868 ;1;1000026882        ;M008;20210104;202101;46;1;38,33;7,67;1
906208854 1000051905        ;906208854 ;1;1000051905        ;M011;20210104;202101;70;1;58,33;11,67;1
906214007 1000065746        ;906214007 ;1;1000065746        ;M008;20210104;202101;63;1;57,27;5,73;1
906214007 1000065759        ;906214007 ;2;1000065759        ;M008;20210104;202101;32;1;29,09;2,91;2
906215947 1000057825        ;906215947 ;1;1000057825        ;M002;20210104;202101;40;1;33,33;6,67;1
906215947 1000057832        ;906215947 ;2;1000057832        ;M002;20210104;202101;99;3;82,50;16,50;2
906215947 1000057845        ;906215947 ;3;1000057845        ;M002;20210104;202101;482;1;401,67;80,33;3
906215947 1000057846        ;906215947 ;4;1000057846        ;M002;20210104;202101;35;1;29,17;5,83;4
906219058 17589             ;906219058 ;1;17589             ;M013;20210104;202101;1161;3;967,50;193,50;1
906220484 1000022542        ;906220484 ;1;1000022542        ;M005;20210104;202101;120;3;109,09;10,91;1
906220484 1000022576        ;906220484 ;2;1000022576        ;M005;20210104;202101;434;1;361,67;72,33;2
906230174 108305447         ;906230174 ;1;108305447         ;M013;20210104;202101;30;2;25,00;5,00;1
906230174 108305682         ;906230174 ;2;108305682         ;M013;20210104;202101;36;1;32,73;3,27;2
906246748 106545703         ;906246748 ;1;106545703         ;M003;20210104;202101;29;1;26,36;2,64;1
906246748 1000042967        ;906246748 ;2;1000042967        ;M003;20210104;202101;39;1;32,50;6,50;2
906246748 1000051200        ;906246748 ;3;1000051200        ;M003;20210104;202101;172;2;143,33;28,67;3
906050722 2037573004        ;906050722 ;1;2037573004        ;M006;20210105;202101;10176;4;8480,00;1696,00;1
906050722 2037574002        ;906050722 ;2;2037574002        ;M006;20210105;202101;1461;3;1217,50;243,50;2
906078171 1000037365        ;906078171 ;1;1000037365        ;M013;20210105;202101;34;1;28,33;5,67;1
906078171 1000037380        ;906078171 ;2;1000037380        ;M013;20210105;202101;184;2;153,33;30,67;2
906078171 1000037381        ;906078171 ;3;1000037381        ;M013;20210105;202101;896;1;746,67;149,33;3
906078171 1000037382        ;906078171 ;4;1000037382        ;M013;20210105;202101;2;1;1,67;0,33;4
906097965 43459             ;906097965 ;1;43459             ;M003;20210105;202101;261;1;217,50;43,50;1
906097965 147753            ;906097965 ;2;147753            ;M003;20210105;202101;10;1;8,33;1,67;2
906097965 478023            ;906097965 ;3;478023            ;M003;20210105;202101;3;3;2,50;0,50;3
906097965 750704            ;906097965 ;4;750704            ;M003;20210105;202101;79;1;65,83;13,17;4
906097965 750711            ;906097965 ;5;750711            ;M003;20210105;202101;41;1;34,17;6,83;5
906162249 1000054587        ;906162249 ;1;1000054587        ;M008;20210105;202101;4826;1;4021,67;804,33;1
906162249 1000054616        ;906162249 ;2;1000054616        ;M008;20210105;202101;26;1;21,67;4,33;2
906169639 105279589         ;906169639 ;1;105279589         ;M004;20210105;202101;225;3;204,55;20,45;1
906169647 1000056214        ;906169647 ;10;1000056214        ;M002;20210105;202101;40;1;33,33;6,67;1
906198109 105279589         ;906198109 ;1;105279589         ;M001;20210105;202101;75;1;68,18;6,82;1
906198117 1000056214        ;906198117 ;10;1000056214        ;M003;20210105;202101;120;3;100,00;20,00;1
906208142 893138            ;906208142 ;1;893138            ;M011;20210105;202101;88;1;73,33;14,67;1
906208142 7000009745        ;906208142 ;2;7000009745        ;M011;20210105;202101;97;1;80,83;16,17;2
906212779 107919957         ;906212779 ;1;107919957         ;M012;20210105;202101;1;1;0,83;0,17;1
906212780 1000043634        ;906212780 ;1;1000043634        ;M006;20210105;202101;5;1;4,17;0,83;1
906217334 2033894004        ;906217334 ;1;2033894004        ;M006;20210105;202101;67;1;55,83;11,17;1
906217334 2033903003        ;906217334 ;2;2033903003        ;M006;20210105;202101;444;3;370,00;74,00;2
906230173 19719             ;906230173 ;1;19719             ;M010;20210105;202101;49;1;40,83;8,17;1
906230173 19758             ;906230173 ;2;19758             ;M010;20210105;202101;2076;4;1730,00;346,00;2
906230173 20776             ;906230173 ;3;20776             ;M010;20210105;202101;11;1;9,17;1,83;3
906230173 26703             ;906230173 ;4;26703             ;M010;20210105;202101;42;1;35,00;7,00;4
906235451 108186311         ;906235451 ;1;108186311         ;M003;20210105;202101;90;1;75,00;15,00;1
906237895 2038880004        ;906237895 ;1;2038880004        ;M003;20210105;202101;20;1;16,67;3,33;1
906247224 1000067503        ;906247224 ;1;1000067503        ;M008;20210105;202101;75;1;68,18;6,82;1
906247224 1000067508        ;906247224 ;2;1000067508        ;M008;20210105;202101;41;1;34,17;6,83;2
906247224 1000067569        ;906247224 ;3;1000067569        ;M008;20210105;202101;62;2;51,67;10,33;3
906247224 1000067616        ;906247224 ;4;1000067616        ;M008;20210105;202101;72;1;65,45;6,55;4
906247224 1000067622        ;906247224 ;5;1000067622        ;M008;20210105;202101;43;1;35,83;7,17;5
906247224 1000067623        ;906247224 ;6;1000067623        ;M008;20210105;202101;255;1;212,50;42,50;6
906247224 1000067627        ;906247224 ;7;1000067627        ;M008;20210105;202101;2;1;1,82;0,18;7
906247224 1000067656        ;906247224 ;8;1000067656        ;M008;20210105;202101;132;3;120,00;12,00;8
906247224 1000067661        ;906247224 ;9;1000067661        ;M008;20210105;202101;185;1;168,18;16,82;9
906247224 1000067662        ;906247224 ;10;1000067662        ;M008;20210105;202101;74;1;61,67;12,33;10
906247224 1000067682        ;906247224 ;11;1000067682        ;M008;20210105;202101;49;1;44,55;4,45;11
906247224 1000067692        ;906247224 ;12;1000067692        ;M008;20210105;202101;52;4;43,33;8,67;12
906247224 1000067694        ;906247224 ;13;1000067694        ;M008;20210105;202101;114;2;95,00;19,00;13
906247224 1000067696        ;906247224 ;14;1000067696        ;M008;20210105;202101;87;1;72,50;14,50;14
906247224 1000067774        ;906247224 ;15;1000067774        ;M008;20210105;202101;171;3;142,50;28,50;15
906247224 1000067798        ;906247224 ;16;1000067798        ;M008;20210105;202101;709;1;590,83;118,17;16
906247224 1000067851        ;906247224 ;17;1000067851        ;M008;20210105;202101;40;1;33,33;6,67;17
906248943 893138            ;906248943 ;1;893138            ;M003;20210105;202101;88;1;73,33;14,67;1
906248943 7000009745        ;906248943 ;2;7000009745        ;M003;20210105;202101;97;1;80,83;16,17;2
906250606 19758             ;906250606 ;1;19758             ;M009;20210105;202101;519;1;432,50;86,50;1
906250606 20776             ;906250606 ;2;20776             ;M009;20210105;202101;11;1;9,17;1,83;2
906250606 26703             ;906250606 ;3;26703             ;M009;20210105;202101;42;1;35,00;7,00;3
906250606 31171             ;906250606 ;4;31171             ;M009;20210105;202101;29;1;24,17;4,83;4
906250606 35955             ;906250606 ;5;35955             ;M009;20210105;202101;60;1;50,00;10,00;5
906250606 43459             ;906250606 ;6;43459             ;M009;20210105;202101;261;1;217,50;43,50;6
906250606 54824             ;906250606 ;7;54824             ;M009;20210105;202101;69;1;57,50;11,50;7
906250606 55172             ;906250606 ;8;55172             ;M009;20210105;202101;324;1;270,00;54,00;8
906250606 55239             ;906250606 ;9;55239             ;M009;20210105;202101;4943;1;4119,17;823,83;9
906250606 55370             ;906250606 ;10;55370             ;M009;20210105;202101;261;1;237,27;23,73;10
906250606 55435             ;906250606 ;11;55435             ;M009;20210105;202101;47;1;39,17;7,83;11
906277888 2037081004        ;906277888 ;1;2037081004        ;M005;20210105;202101;18;1;15,00;3,00;1
906312401 19719             ;906312401 ;1;19719             ;M004;20210105;202101;147;3;122,50;24,50;1
906312401 32204             ;906312401 ;2;32204             ;M004;20210105;202101;72;1;65,45;6,55;2
906312401 55446             ;906312401 ;3;55446             ;M004;20210105;202101;25;1;20,83;4,17;3
906378856 1000012663        ;906378856 ;1;1000012663        ;M003;20210105;202101;45;1;37,50;7,50;1
906169637 7000009745        ;906169637 ;1;7000009745        ;M007;20210106;202101;291;3;242,50;48,50;1
906192946 1000029057        ;906192946 ;1;1000029057        ;M003;20210106;202101;204;3;185,45;18,55;1
